kind	id	title	year	titleYear	status	matchedKey	candidateKeys
movie	ftp_105	Obex (2025)	2026	2025	MISS		movie:Obex:2025 | movie:Obex:2026 | movie:Obex (2025):2025 | movie:Obex (2025):2026 | movie:ftp_105:2025 | movie:ftp_105:2026 | movie:Obex: | movie:Obex (2025):
movie	ftp_106	Pose (2025)	2026	2025	MISS		movie:Pose:2025 | movie:Pose:2026 | movie:Pose (2025):2025 | movie:Pose (2025):2026 | movie:ftp_106:2025 | movie:ftp_106:2026 | movie:Pose: | movie:Pose (2025):
movie	ftp_107	Sweetness (2025)	2026	2025	HIT_EXACT	movie:Sweetness:2026	movie:Sweetness:2025 | movie:Sweetness:2026 | movie:Sweetness (2025):2025 | movie:Sweetness (2025):2026 | movie:ftp_107:2025 | movie:ftp_107:2026 | movie:Sweetness: | movie:Sweetness (2025):
movie	ftp_108	The Confession (2025)	2026	2025	MISS		movie:The Confession:2025 | movie:The Confession:2026 | movie:The Confession (2025):2025 | movie:The Confession (2025):2026 | movie:ftp_108:2025 | movie:ftp_108:2026 | movie:The Confession: | movie:The Confession (2025):
movie	ftp_109	The Singers (2025)	2026	2025	MISS		movie:The Singers:2025 | movie:The Singers:2026 | movie:The Singers (2025):2025 | movie:The Singers (2025):2026 | movie:ftp_109:2025 | movie:ftp_109:2026 | movie:The Singers: | movie:The Singers (2025):
movie	ftp_110	Whistle (2025)	2026	2025	MISS		movie:Whistle:2025 | movie:Whistle:2026 | movie:Whistle (2025):2025 | movie:Whistle (2025):2026 | movie:ftp_110:2025 | movie:ftp_110:2026 | movie:Whistle: | movie:Whistle (2025):
movie	ftp_111	Grizzly Night (2026)	2026	2026	MISS		movie:Grizzly Night:2026 | movie:Grizzly Night (2026):2026 | movie:ftp_111:2026 | movie:Grizzly Night: | movie:Grizzly Night (2026):
movie	ftp_112	Hellfire (2026)	2026	2026	MISS		movie:Hellfire:2026 | movie:Hellfire (2026):2026 | movie:ftp_112:2026 | movie:Hellfire: | movie:Hellfire (2026):
movie	ftp_113	How to Make a Killing (2026)	2026	2026	MISS		movie:How to Make a Killing:2026 | movie:How to Make a Killing (2026):2026 | movie:ftp_113:2026 | movie:How to Make a Killing: | movie:How to Make a Killing (2026):
movie	ftp_114	I Can Only Imagine 2 (2026)	2026	2026	MISS		movie:I Can Only Imagine 2:2026 | movie:I Can Only Imagine 2 (2026):2026 | movie:ftp_114:2026 | movie:I Can Only Imagine 2: | movie:I Can Only Imagine 2 (2026):
movie	ftp_115	In the Blink of an Eye (2026)	2026	2026	MISS		movie:In the Blink of an Eye:2026 | movie:In the Blink of an Eye (2026):2026 | movie:ftp_115:2026 | movie:In the Blink of an Eye: | movie:In the Blink of an Eye (2026):
movie	ftp_116	Killer Whale (2026)	2026	2026	MISS		movie:Killer Whale:2026 | movie:Killer Whale (2026):2026 | movie:ftp_116:2026 | movie:Killer Whale: | movie:Killer Whale (2026):
movie	ftp_117	Love Me, Love Me (2026)	2026	2026	MISS		movie:Love Me, Love Me:2026 | movie:Love Me, Love Me (2026):2026 | movie:ftp_117:2026 | movie:Love Me, Love Me: | movie:Love Me, Love Me (2026):
movie	ftp_118	Mike & Nick & Nick & Alice (2026)	2026	2026	MISS		movie:Mike & Nick & Nick & Alice:2026 | movie:Mike & Nick & Nick & Alice (2026):2026 | movie:ftp_118:2026 | movie:Mike & Nick & Nick & Alice: | movie:Mike & Nick & Nick & Alice (2026):
movie	ftp_119	Misdirection (2026)	2026	2026	MISS		movie:Misdirection:2026 | movie:Misdirection (2026):2026 | movie:ftp_119:2026 | movie:Misdirection: | movie:Misdirection (2026):
